"CAND_ID","CAND_ELECTION_YR","FEC_ELECTION_YR","CMTE_ID","CMTE_TP","CMTE_DSGN","LINKAGE_ID","robin_id","display_name","source","target","type","id","dataset","dataset_id","name"
"H8FL18036","2018","2020","C00673723","H","P","225103","1583206034334202260","H8FL18036","H8FL18036","C00673723",,"225103","fec","225103","H8FL18036"
"H8FL19067","2018","2020","C00649079","H","P","224506","1583206034334633025","H8FL19067","H8FL19067","C00649079",,"224506","fec","224506","H8FL19067"
"H8FL19075","2018","2020","C00651588","H","P","224185","1583206034334352642","H8FL19075","H8FL19075","C00651588",,"224185","fec","224185","H8FL19075"
"H8FL20032","2020","2020","C00677492","H","P","223951","1583206034334271106","H8FL20032","H8FL20032","C00677492",,"223951","fec","223951","H8FL20032"
"H8FL20032","2020","2020","C00684803","N","D","224930","1583206034334508212","H8FL20032","H8FL20032","C00684803",,"224930","fec","224930","H8FL20032"
"H8FL21055","2018","2020","C00657387","H","P","223762","1583206034334826953","H8FL21055","H8FL21055","C00657387",,"223762","fec","223762","H8FL21055"
"H8FL22061","2018","2020","C00661629","H","P","224294","1583206034334417080","H8FL22061","H8FL22061","C00661629",,"224294","fec","224294","H8FL22061"
"H8FL22079","2018","2020","C00675603","H","P","223787","1583206034334766704","H8FL22079","H8FL22079","C00675603",,"223787","fec","223787","H8FL22079"
"H8FL22087","2018","2020","C00676650","H","P","223900","1583206034334833800","H8FL22087","H8FL22087","C00676650",,"223900","fec","223900","H8FL22087"
"H8FL22095","2020","2020","C00678631","H","P","225146","1583206034334112201","H8FL22095","H8FL22095","C00678631",,"225146","fec","225146","H8FL22095"
"H8FL23051","2018","2020","C00652693","H","P","223644","158320603433450386","H8FL23051","H8FL23051","C00652693",,"223644","fec","223644","H8FL23051"
"H8FL23069","2018","2020","C00665992","H","P","224204","158320603433498445","H8FL23069","H8FL23069","C00665992",,"224204","fec","224204","H8FL23069"
"H8FL26013","2018","2020","C00641407","H","P","224820","1583206034334802549","H8FL26013","H8FL26013","C00641407",,"224820","fec","224820","H8FL26013"
"H8FL26021","2018","2020","C00649541","H","P","225001","1583206034334674003","H8FL26021","H8FL26021","C00649541",,"225001","fec","225001","H8FL26021"
"H8FL26039","2020","2020","C00652065","H","P","225368","1583206034334769820","H8FL26039","H8FL26039","C00652065",,"225368","fec","225368","H8FL26039"
"H8FL26047","2018","2020","C00652099","H","P","225370","1583206034334581780","H8FL26047","H8FL26047","C00652099",,"225370","fec","225370","H8FL26047"
"H8FL26062","2018","2020","C00681932","H","P","225483","1583206034334616353","H8FL26062","H8FL26062","C00681932",,"225483","fec","225483","H8FL26062"
"H8FL27011","2020","2020","C00711275","H","P","228489","1583206034334333602","H8FL27011","H8FL27011","C00711275",,"228489","fec","228489","H8FL27011"
"H8FL27029","2028","2020","C00637546","H","P","225291","1583206034334286100","H8FL27029","H8FL27029","C00637546",,"225291","fec","225291","H8FL27029"
"H8FL27037","2018","2020","C00639807","H","P","224652","1583206034334449821","H8FL27037","H8FL27037","C00639807",,"224652","fec","224652","H8FL27037"
"H8FL27052","2018","2020","C00650515","H","P","225006","1583206034334593150","H8FL27052","H8FL27052","C00650515",,"225006","fec","225006","H8FL27052"
"H8FL27060","2018","2020","C00649087","H","P","224507","158320603433449440","H8FL27060","H8FL27060","C00649087",,"224507","fec","224507","H8FL27060"
"H8FL27086","2018","2020","C00651471","H","P","224082","1583206034334202243","H8FL27086","H8FL27086","C00651471",,"224082","fec","224082","H8FL27086"
"H8FL27094","2018","2020","C00654194","H","P","224602","1583206034334987444","H8FL27094","H8FL27094","C00654194",,"224602","fec","224602","H8FL27094"
"H8FL27110","2020","2020","C00656447","H","P","225441","1583206034334911660","H8FL27110","H8FL27110","C00656447",,"225441","fec","225441","H8FL27110"
"H8FL27128","2018","2020","C00646901","H","P","225069","1583206034334605233","H8FL27128","H8FL27128","C00646901",,"225069","fec","225069","H8FL27128"
"H8FL27136","2018","2020","C00651851","H","P","224582","1583206034334213858","H8FL27136","H8FL27136","C00651851",,"224582","fec","224582","H8FL27136"
"H8FL27177","2018","2020","C00664763","H","P","225089","1583206034334412669","H8FL27177","H8FL27177","C00664763",,"225089","fec","225089","H8FL27177"
"H8FL27185","2020","2020","C00671859","H","P","224691","1583206034334114916","H8FL27185","H8FL27185","C00671859",,"224691","fec","224691","H8FL27185"
"H8FL27185","2020","2020","C00714261","H","P","228850","1583206034334119863","H8FL27185","H8FL27185","C00714261",,"228850","fec","228850","H8FL27185"
"H8FL27193","2020","2020","C00672311","H","P","224953","1583206034334661043","H8FL27193","H8FL27193","C00672311",,"224953","fec","224953","H8FL27193"
"H8FL27219","2018","2020","C00673004","H","P","225180","1583206034334983459","H8FL27219","H8FL27219","C00673004",,"225180","fec","225180","H8FL27219"
"H8GA01055","2018","2020","C00647982","H","P","224556","1583206034334238155","H8GA01055","H8GA01055","C00647982",,"224556","fec","224556","H8GA01055"
"H8GA01063","2020","2020","C00648287","H","P","224586","1583206034334257847","H8GA01063","H8GA01063","C00648287",,"224586","fec","224586","H8GA01063"
"H8GA02079","2018","2020","C00664177","H","P","224416","1583206034334690411","H8GA02079","H8GA02079","C00664177",,"224416","fec","224416","H8GA02079"
"H8GA02087","2018","2020","C00670380","H","P","223811","1583206034334143037","H8GA02087","H8GA02087","C00670380",,"223811","fec","223811","H8GA02087"
"H8GA03069","2018","2020","C00653428","H","P","225201","1583206034334539009","H8GA03069","H8GA03069","C00653428",,"225201","fec","225201","H8GA03069"
"H8GA04109","2018","2020","C00646430","H","P","225094","1583206034334436097","H8GA04109","H8GA04109","C00646430",,"225094","fec","225094","H8GA04109"
"H8GA04117","2018","2020","C00654699","H","P","223619","1583206034334326183","H8GA04117","H8GA04117","C00654699",,"223619","fec","223619","H8GA04117"
"H8GA04117","2018","2020","C00654699","H","P","223620","1583206034349928181","H8GA04117","H8GA04117","C00654699",,"223620","fec","223620","H8GA04117"
"H8GA04125","2020","2020","C00675785","H","A","225000","1583206034349927121","H8GA04125","H8GA04125","C00675785",,"225000","fec","225000","H8GA04125"
"H8GA04125","2020","2020","C00675777","H","P","224999","1583206034349238674","H8GA04125","H8GA04125","C00675777",,"224999","fec","224999","H8GA04125"
"H8GA05114","2018","2020","C00665307","H","P","223880","1583206034349774486","H8GA05114","H8GA05114","C00665307",,"223880","fec","223880","H8GA05114"
"H8GA06211","2018","2020","C00630772","H","P","224393","1583206034349523858","H8GA06211","H8GA06211","C00630772",,"224393","fec","224393","H8GA06211"
"H8GA06229","2017","2020","C00713446","H","P","228767","1583206034349117429","H8GA06229","H8GA06229","C00713446",,"228767","fec","228767","H8GA06229"
"H8GA06237","2017","2020","C00629808","H","P","224690","1583206034349225192","H8GA06237","H8GA06237","C00629808",,"224690","fec","224690","H8GA06237"
"H8GA06252","2017","2020","C00631895","H","P","223959","1583206034349530274","H8GA06252","H8GA06252","C00631895",,"223959","fec","223959","H8GA06252"
"H8GA06286","2020","2020","C00633362","H","P","225394","1583206034349807072","H8GA06286","H8GA06286","C00633362",,"225394","fec","225394","H8GA06286"
"H8GA06310","2017","2020","C00635177","H","P","223805","1583206034349896995","H8GA06310","H8GA06310","C00635177",,"223805","fec","223805","H8GA06310"
"H8GA06328","2018","2020","C00634956","H","P","223964","1583206034349876001","H8GA06328","H8GA06328","C00634956",,"223964","fec","223964","H8GA06328"
"H8GA06336","2017","2020","C00634220","H","P","225141","1583206034349940920","H8GA06336","H8GA06336","C00634220",,"225141","fec","225141","H8GA06336"
"H8GA06369","2018","2020","C00658922","H","P","224806","1583206034349790049","H8GA06369","H8GA06369","C00658922",,"224806","fec","224806","H8GA06369"
"H8GA06377","2018","2020","C00658625","H","P","225463","1583206034350291101","H8GA06377","H8GA06377","C00658625",,"225463","fec","225463","H8GA06377"
"H8GA06393","2020","2020","C00672295","H","P","224952","1583206034350856918","H8GA06393","H8GA06393","C00672295",,"224952","fec","224952","H8GA06393"
"H8GA06401","2018","2020","C00672642","H","P","224573","1583206034350596396","H8GA06401","H8GA06401","C00672642",,"224573","fec","224573","H8GA06401"
"H8GA06419","2018","2020","C00675629","H","P","223846","1583206034350529629","H8GA06419","H8GA06419","C00675629",,"223846","fec","223846","H8GA06419"
"H8GA07151","2020","2020","C00647131","H","P","224103","1583206034350856006","H8GA07151","H8GA07151","C00647131",,"224103","fec","224103","H8GA07151"
"H8GA07177","2018","2020","C00650929","H","P","223655","1583206034350741","H8GA07177","H8GA07177","C00650929",,"223655","fec","223655","H8GA07177"
"H8GA07185","2018","2020","C00652917","H","P","225151","1583206034350989081","H8GA07185","H8GA07185","C00652917",,"225151","fec","225151","H8GA07185"
"H8GA07201","2020","2020","C00649376","H","P","224868","1583206034350362618","H8GA07201","H8GA07201","C00649376",,"224868","fec","224868","H8GA07201"
"H8GA08076","2018","2020","C00633131","H","P","225392","1583206034350188380","H8GA08076","H8GA08076","C00633131",,"225392","fec","225392","H8GA08076"
"H8GA08092","2020","2020","C00639781","H","P","224651","1583206034350902133","H8GA08092","H8GA08092","C00639781",,"224651","fec","224651","H8GA08092"
"H8GA08118","2020","2020","C00663294","H","P","225480","1583206034350114571","H8GA08118","H8GA08118","C00663294",,"225480","fec","225480","H8GA08118"
"H8GA09058","2018","2020","C00647222","H","P","224495","1583206034350695350","H8GA09058","H8GA09058","C00647222",,"224495","fec","224495","H8GA09058"
"H8GA10148","2018","2020","C00649640","H","P","225004","1583206034350394523","H8GA10148","H8GA10148","C00649640",,"225004","fec","225004","H8GA10148"
"H8GA10163","2018","2020","C00657163","H","P","225362","1583206034350405802","H8GA10163","H8GA10163","C00657163",,"225362","fec","225362","H8GA10163"
"H8GA10189","2018","2020","C00665851","H","P","225565","1583206034350671797","H8GA10189","H8GA10189","C00665851",,"225565","fec","225565","H8GA10189"
"H8GA10197","2018","2020","C00674143","H","A","224950","1583206034350353643","H8GA10197","H8GA10197","C00674143",,"224950","fec","224950","H8GA10197"
"H8GA10197","2018","2020","C00731166","H","P","231166","1583206034350453735","H8GA10197","H8GA10197","C00731166",,"231166","fec","231166","H8GA10197"
"H8GA11021","2018","2020","C00628552","H","P","224964","158320603435051693","H8GA11021","H8GA11021","C00628552",,"224964","fec","224964","H8GA11021"
"H8GA11039","2018","2020","C00635151","H","P","225050","1583206034350195813","H8GA11039","H8GA11039","C00635151",,"225050","fec","225050","H8GA11039"
"H8GA11047","2018","2020","C00694182","H","P","225677","1583206034350662548","H8GA11047","H8GA11047","C00694182",,"225677","fec","225677","H8GA11047"
"H8GA11062","2018","2020","C00675959","H","P","223897","1583206034350395146","H8GA11062","H8GA11062","C00675959",,"223897","fec","223897","H8GA11062"
"H8GA12052","2018","2020","C00651711","H","P","224840","1583206034350233763","H8GA12052","H8GA12052","C00651711",,"224840","fec","224840","H8GA12052"
"H8GA12078","2018","2020","C00666941","H","P","224420","1583206034350395033","H8GA12078","H8GA12078","C00666941",,"224420","fec","224420","H8GA12078"
"H8GA12094","2018","2020","C00674796","H","P","225417","1583206034350712144","H8GA12094","H8GA12094","C00674796",,"225417","fec","225417","H8GA12094"
"H8GA13027","2020","2020","C00672352","H","P","224567","1583206034350491315","H8GA13027","H8GA13027","C00672352",,"224567","fec","224567","H8GA13027"
"H8GA14025","2018","2020","C00675686","H","P","227357","1583206034350535610","H8GA14025","H8GA14025","C00675686",,"227357","fec","227357","H8GA14025"
"H8GU01020","2020","2020","C00668335","H","P","223701","1583206034350308175","H8GU01020","H8GU01020","C00668335",,"223701","fec","223701","H8GU01020"
"H8GU01046","2018","2020","C00680462","H","P","225234","1583206034350163434","H8GU01046","H8GU01046","C00680462",,"225234","fec","225234","H8GU01046"
"H8HI00012","2018","2020","C00680876","H","P","225618","158320603435055590","H8HI00012","H8HI00012","C00680876",,"225618","fec","225618","H8HI00012"
"H8HI01192","2018","2020","C00659615","H","P","224254","1583206034350856136","H8HI01192","H8HI01192","C00659615",,"224254","fec","224254","H8HI01192"
"H8HI01200","2018","2020","C00663591","H","P","224810","1583206034350696390","H8HI01200","H8HI01200","C00663591",,"224810","fec","224810","H8HI01200"
"H8HI01226","2018","2020","C00675025","H","P","224478","1583206034350274697","H8HI01226","H8HI01226","C00675025",,"224478","fec","224478","H8HI01226"
"H8HI02133","2018","2020","C00660340","H","P","223731","1583206034350801585","H8HI02133","H8HI02133","C00660340",,"223731","fec","223731","H8HI02133"
"H8HI02141","2020","2020","C00738955","H","P","232307","1583206034350735096","H8HI02141","H8HI02141","C00738955",,"232307","fec","232307","H8HI02141"
"H8HI02141","2020","2020","C00671008","H","U","224605","1583206034350232571","H8HI02141","H8HI02141","C00671008",,"224605","fec","224605","H8HI02141"
"H8HI02141","2020","2020","C00738948","H","P","232306","1583206034350546600","H8HI02141","H8HI02141","C00738948",,"232306","fec","232306","H8HI02141"
"H8IA01094","2020","2020","C00637074","H","P","224663","1583206034350277239","H8IA01094","H8IA01094","C00637074",,"224663","fec","224663","H8IA01094"
"H8IA01110","2018","2020","C00647958","H","P","224548","1583206034350200869","H8IA01110","H8IA01110","C00647958",,"224548","fec","224548","H8IA01110"
"H8IA02043","2014","2020","C00567677","H","J","222917","1583206034350253134","H8IA02043","H8IA02043","C00567677",,"222917","fec","222917","H8IA02043"
"H8IA02043","2014","2020","C00558825","H","P","223164","1583206034350113629","H8IA02043","H8IA02043","C00558825",,"223164","fec","223164","H8IA02043"
"H8IA03082","2008","2020","C00447359","H","P","222522","15832060343504392","H8IA03082","H8IA03082","C00447359",,"222522","fec","222522","H8IA03082"
"H8IA03124","2020","2020","C00646844","H","P","225067","1583206034350754441","H8IA03124","H8IA03124","C00646844",,"225067","fec","225067","H8IA03124"
"H8IA03132","2018","2020","C00647248","H","P","224497","1583206034350128510","H8IA03132","H8IA03132","C00647248",,"224497","fec","224497","H8IA03132"
"H8IA03140","2018","2020","C00647479","H","U","224273","1583206034350861770","H8IA03140","H8IA03140","C00647479",,"224273","fec","224273","H8IA03140"
"H8IA03157","2018","2020","C00649129","H","P","224509","1583206034350460515","H8IA03157","H8IA03157","C00649129",,"224509","fec","224509","H8IA03157"
"H8IA03173","2018","2020","C00654855","H","P","224087","1583206034350112187","H8IA03173","H8IA03173","C00654855",,"224087","fec","224087","H8IA03173"
"H8IA03181","2018","2020","C00650259","H","P","225131","1583206034350892939","H8IA03181","H8IA03181","C00650259",,"225131","fec","225131","H8IA03181"
"H8IA04080","2018","2020","C00631028","H","P","224790","1583206034350354735","H8IA04080","H8IA04080","C00631028",,"224790","fec","224790","H8IA04080"
"H8IA04106","2020","2020","C00650622","H","P","225014","1583206034350416245","H8IA04106","H8IA04106","C00650622",,"225014","fec","225014","H8IA04106"
"H8IA04130","2018","2020","C00659524","H","P","223985","1583206034350456649","H8IA04130","H8IA04130","C00659524",,"223985","fec","223985","H8IA04130"
"H8IA04148","2018","2020","C00662957","H","P","224976","158320603435081736","H8IA04148","H8IA04148","C00662957",,"224976","fec","224976","H8IA04148"
"H8IA04163","2018","2020","C00687954","H","A","224919","1583206034350505793","H8IA04163","H8IA04163","C00687954",,"224919","fec","224919","H8IA04163"
"H8ID01108","2018","2020","C00635458","H","P","225286","1583206034350899739","H8ID01108","H8ID01108","C00635458",,"225286","fec","225286","H8ID01108"
"H8ID01124","2020","2020","C00648295","H","P","224587","1583206034350516289","H8ID01124","H8ID01124","C00648295",,"224587","fec","224587","H8ID01124"
"H8ID01132","2018","2020","C00649178","H","P","224510","1583206034350432517","H8ID01132","H8ID01132","C00649178",,"224510","fec","224510","H8ID01132"
"H8ID01140","2018","2020","C00652958","H","P","225152","1583206034350671073","H8ID01140","H8ID01140","C00652958",,"225152","fec","225152","H8ID01140"
"H8ID01157","2018","2020","C00657429","H","P","225542","1583206034350276247","H8ID01157","H8ID01157","C00657429",,"225542","fec","225542","H8ID01157"
"H8ID01199","2018","2020","C00672493","H","P","225193","1583206034350545963","H8ID01199","H8ID01199","C00672493",,"225193","fec","225193","H8ID01199"
"H8ID01215","2018","2020","C00676163","H","P","224035","1583206034350253251","H8ID01215","H8ID01215","C00676163",,"224035","fec","224035","H8ID01215"
"H8ID02064","2020","2020","C00331397","H","P","222339","1583206034350513811","H8ID02064","H8ID02064","C00331397",,"222339","fec","222339","H8ID02064"
"H8ID02148","2020","2020","C00663542","H","P","224808","1583206034350876791","H8ID02148","H8ID02148","C00663542",,"224808","fec","224808","H8ID02148"
"H8IL01114","2018","2020","C00674978","H","P","224168","1583206034350998399","H8IL01114","H8IL01114","C00674978",,"224168","fec","224168","H8IL01114"
"H8IL03102","2020","2020","C00636670","H","P","224259","1583206034350105400","H8IL03102","H8IL03102","C00636670",,"224259","fec","224259","H8IL03102"
"H8IL03110","2018","2020","C00650051","H","P","225301","1583206034350477445","H8IL03110","H8IL03110","C00650051",,"225301","fec","225301","H8IL03110"
"H8IL03136","2018","2020","C00683623","H","P","224553","1583206034350774821","H8IL03136","H8IL03136","C00683623",,"224553","fec","224553","H8IL03136"
"H8IL04084","2008","2020","C00435164","H","P","222488","1583206034350848179","H8IL04084","H8IL04084","C00435164",,"222488","fec","222488","H8IL04084"
"H8IL04134","2020","2020","C00661777","H","P","223853","1583206034350440833","H8IL04134","H8IL04134","C00661777",,"223853","fec","223853","H8IL04134"
"H8IL04142","2018","2020","C00661876","H","P","223858","1583206034350782377","H8IL04142","H8IL04142","C00661876",,"223858","fec","223858","H8IL04142"
"H8IL04159","2018","2020","C00662130","H","P","224166","1583206034350342593","H8IL04159","H8IL04159","C00662130",,"224166","fec","224166","H8IL04159"
"H8IL04175","2018","2020","C00665356","H","P","223883","1583206034350911833","H8IL04175","H8IL04175","C00665356",,"223883","fec","223883","H8IL04175"
"H8IL05131","2018","2020","C00652750","H","P","224205","1583206034350163486","H8IL05131","H8IL05131","C00652750",,"224205","fec","224205","H8IL05131"
"H8IL06089","2018","2020","C00633438","H","P","223595","1583206034350872318","H8IL06089","H8IL06089","C00633438",,"223595","fec","223595","H8IL06089"
"H8IL06105","2018","2020","C00638601","H","P","224221","1583206034350786997","H8IL06105","H8IL06105","C00638601",,"224221","fec","224221","H8IL06105"
"H8IL06121","2018","2020","C00641605","H","P","225380","1583206034350884273","H8IL06121","H8IL06121","C00641605",,"225380","fec","225380","H8IL06121"
"H8IL06139","2020","2020","C00648493","H","P","224675","1583206034350415035","H8IL06139","H8IL06139","C00648493",,"224675","fec","224675","H8IL06139"
"H8IL06139","2019","2020","C00648493","H","P","227493","1583206034350647453","H8IL06139","H8IL06139","C00648493",,"227493","fec","227493","H8IL06139"
"H8IL06147","2018","2020","C00649962","H","P","225297","1583206034351192168","H8IL06147","H8IL06147","C00649962",,"225297","fec","225297","H8IL06147"
"H8IL07103","2020","2020","C00696757","H","P","225996","1583206034351681788","H8IL07103","H8IL07103","C00696757",,"225996","fec","225996","H8IL07103"
"H8IL08044","2006","2020","C00332114","H","A","227195","1583206034351769839","H8IL08044","H8IL08044","C00332114",,"227195","fec","227195","H8IL08044"
"H8IL08044","2006","2020","C00411314","H","P","227196","158320603435152486","H8IL08044","H8IL08044","C00411314",,"227196","fec","227196","H8IL08044"
"H8IL08101","2018","2020","C00646489","H","P","224093","158320603435138894","H8IL08101","H8IL08101","C00646489",,"224093","fec","224093","H8IL08101"
"H8IL09067","2020","2020","C00327023","H","P","222189","1583206034351365302","H8IL09067","H8IL09067","C00327023",,"222189","fec","222189","H8IL09067"
"H8IL09174","2018","2020","C00636001","H","P","224516","1583206034351984449","H8IL09174","H8IL09174","C00636001",,"224516","fec","224516","H8IL09174"
"H8IL09182","2018","2020","C00652412","H","P","223666","158320603435170113","H8IL09182","H8IL09182","C00652412",,"223666","fec","223666","H8IL09182"
"H8IL09190","2020","2020","C00658450","H","P","224002","1583206034351506918","H8IL09190","H8IL09190","C00658450",,"224002","fec","224002","H8IL09190"
"H8IL09224","2018","2020","C00672907","H","P","225175","1583206034351141747","H8IL09224","H8IL09224","C00672907",,"225175","fec","225175","H8IL09224"
"H8IL10115","2018","2020","C00634808","H","P","224190","1583206034351282279","H8IL10115","H8IL10115","C00634808",,"224190","fec","224190","H8IL10115"
"H8IL12103","2018","2020","C00651794","H","P","224842","1583206034351870033","H8IL12103","H8IL12103","C00651794",,"224842","fec","224842","H8IL12103"
"H8IL12129","2018","2020","C00649558","H","P","225002","1583206034351972096","H8IL12129","H8IL12129","C00649558",,"225002","fec","225002","H8IL12129"
"H8IL12137","2018","2020","C00653055","H","P","225399","1583206034351529932","H8IL12137","H8IL12137","C00653055",,"225399","fec","225399","H8IL12137"
"H8IL12152","2018","2020","C00674317","H","P","225390","1583206034351961693","H8IL12152","H8IL12152","C00674317",,"225390","fec","225390","H8IL12152"
"H8IL13069","2012","2020","C00528851","H","J","222963","1583206034351238182","H8IL13069","H8IL13069","C00528851",,"222963","fec","222963","H8IL13069"
"H8IL13143","2018","2020","C00638551","H","P","225058","158320603435132288","H8IL13143","H8IL13143","C00638551",,"225058","fec","225058","H8IL13143"
"H8IL13150","2020","2020","C00649483","H","P","225355","1583206034351779673","H8IL13150","H8IL13150","C00649483",,"225355","fec","225355","H8IL13150"
"H8IL13184","2018","2020","C00667774","H","P","224526","158320603435151879","H8IL13184","H8IL13184","C00667774",,"224526","fec","224526","H8IL13184"
"H8IL14067","2020","2020","C00435099","H","P","222525","1583206034351224126","H8IL14067","H8IL14067","C00435099",,"222525","fec","222525","H8IL14067"
"H8IL14075","2008","2020","C00435834","H","P","222531","158320603435175877","H8IL14075","H8IL14075","C00435834",,"222531","fec","222531","H8IL14075"
"H8IL14083","2020","2020","C00696872","H","P","227108","158320603435171872","H8IL14083","H8IL14083","C00696872",,"227108","fec","227108","H8IL14083"
"H8IL14166","2018","2020","C00650473","H","P","224799","158320603435178153","H8IL14166","H8IL14166","C00650473",,"224799","fec","224799","H8IL14166"
"H8IL14174","2020","2020","C00652719","H","P","223645","1583206034351621810","H8IL14174","H8IL14174","C00652719",,"223645","fec","223645","H8IL14174"
"H8IL15072","2020","2020","C00648675","H","P","225500","1583206034351872654","H8IL15072","H8IL15072","C00648675",,"225500","fec","225500","H8IL15072"
"H8IL16088","2018","2020","C00634618","H","P","223887","1583206034351874138","H8IL16088","H8IL16088","C00634618",,"223887","fec","223887","H8IL16088"
"H8IL16096","2018","2020","C00634873","H","P","224356","1583206034351259716","H8IL16096","H8IL16096","C00634873",,"224356","fec","224356","H8IL16096"
"H8IL16120","2018","2020","C00654178","H","P","224601","1583206034351394666","H8IL16120","H8IL16120","C00654178",,"224601","fec","224601","H8IL16120"
"H8IL16146","2018","2020","C00655035","H","P","223759","1583206034351136896","H8IL16146","H8IL16146","C00655035",,"223759","fec","223759","H8IL16146"
"H8IL16153","2020","2020","C00657361","H","P","223761","15832060343517913","H8IL16153","H8IL16153","C00657361",,"223761","fec","223761","H8IL16153"
"H8IL16187","2018","2020","C00676452","H","P","224244","1583206034351826040","H8IL16187","H8IL16187","C00676452",,"224244","fec","224244","H8IL16187"
"H8IL17045","2020","2020","C00649426","H","P","224871","158320603435156960","H8IL17045","H8IL17045","C00649426",,"224871","fec","224871","H8IL17045"
"H8IL18043","2016","2020","C00469395","N","J","222558","1583206034351331685","H8IL18043","H8IL18043","C00469395",,"222558","fec","222558","H8IL18043"
"H8IL18043","2016","2020","C00437756","H","P","222491","1583206034351963183","H8IL18043","H8IL18043","C00437756",,"222491","fec","222491","H8IL18043"
"H8IL18092","2018","2020","C00661348","H","P","224983","1583206034351828753","H8IL18092","H8IL18092","C00661348",,"224983","fec","224983","H8IL18092"
"H8IL21021","2012","2020","C00238444","H","P","222394","1583206034351556436","H8IL21021","H8IL21021","C00238444",,"222394","fec","222394","H8IL21021"
"H8IN01138","2018","2020","C00670620","H","P","224922","1583206034351981588","H8IN01138","H8IN01138","C00670620",,"224922","fec","224922","H8IN01138"
"H8IN01179","2018","2020","C00672808","H","P","225166","1583206034351740099","H8IN01179","H8IN01179","C00672808",,"225166","fec","225166","H8IN01179"
"H8IN02144","2018","2020","C00646497","H","P","224094","1583206034351910614","H8IN02144","H8IN02144","C00646497",,"224094","fec","224094","H8IN02144"
"H8IN02151","2018","2020","C00651893","H","P","224584","158320603435110082","H8IN02151","H8IN02151","C00651893",,"224584","fec","224584","H8IN02151"
"H8IN02169","2018","2020","C00657635","H","P","223972","158320603435177617","H8IN02169","H8IN02169","C00657635",,"223972","fec","223972","H8IN02169"
"H8IN02177","2020","2020","C00659078","H","P","223820","1583206034351738893","H8IN02177","H8IN02177","C00659078",,"223820","fec","223820","H8IN02177"
"H8IN02193","2018","2020","C00668657","H","P","225218","1583206034351378402","H8IN02193","H8IN02193","C00668657",,"225218","fec","225218","H8IN02193"
"H8IN02201","2018","2020","C00671818","H","P","224674","1583206034351277082","H8IN02201","H8IN02201","C00671818",,"224674","fec","224674","H8IN02201"
"H8IN03076","2018","2020","C00648055","H","P","224646","1583206034351998057","H8IN03076","H8IN03076","C00648055",,"224646","fec","224646","H8IN03076"
"H8IN04124","2018","2020","C00639013","H","P","225469","1583206034351654765","H8IN04124","H8IN04124","C00639013",,"225469","fec","225469","H8IN04124"
"H8IN04140","2018","2020","C00652255","H","P","223613","1583206034351668941","H8IN04140","H8IN04140","C00652255",,"223613","fec","223613","H8IN04140"
"H8IN04199","2020","2020","C00662940","H","P","224975","1583206034351731509","H8IN04199","H8IN04199","C00662940",,"224975","fec","224975","H8IN04199"
"H8IN04231","2018","2020","C00667048","H","P","223639","1583206034351225291","H8IN04231","H8IN04231","C00667048",,"223639","fec","223639","H8IN04231"
"H8IN05139","2018","2020","C00640276","H","P","224349","1583206034351349776","H8IN05139","H8IN05139","C00640276",,"224349","fec","224349","H8IN05139"
"H8IN05147","2018","2020","C00639542","H","P","223942","1583206034351960352","H8IN05147","H8IN05147","C00639542",,"223942","fec","223942","H8IN05147"
"H8IN05170","2018","2020","C00664425","H","P","224300","1583206034351277024","H8IN05170","H8IN05170","C00664425",,"224300","fec","224300","H8IN05170"
"H8IN05188","2020","2020","C00664797","H","P","225090","15832060343511500","H8IN05188","H8IN05188","C00664797",,"225090","fec","225090","H8IN05188"
"H8IN05196","2020","2020","C00666891","H","P","224417","1583206034351725445","H8IN05196","H8IN05196","C00666891",,"224417","fec","224417","H8IN05196"
"H8IN05212","2018","2020","C00667899","H","P","224528","1583206034351167616","H8IN05212","H8IN05212","C00667899",,"224528","fec","224528","H8IN05212"
"H8IN05220","2018","2020","C00669184","H","P","223866","1583206034351449762","H8IN05220","H8IN05220","C00669184",,"223866","fec","223866","H8IN05220"
"H8IN06079","2018","2020","C00652073","H","P","225369","1583206034351539884","H8IN06079","H8IN06079","C00652073",,"225369","fec","225369","H8IN06079"
"H8IN06087","2018","2020","C00652909","H","P","225150","1583206034351802261","H8IN06087","H8IN06087","C00652909",,"225150","fec","225150","H8IN06087"
"H8IN06103","2018","2020","C00654970","H","P","223737","1583206034351837998","H8IN06103","H8IN06103","C00654970",,"223737","fec","223737","H8IN06103"
"H8IN06129","2020","2020","C00658401","H","P","224000","1583206034351640358","H8IN06129","H8IN06129","C00658401",,"224000","fec","224000","H8IN06129"
"H8IN06129","2020","2020","C00680769","N","J","224894","1583206034351789162","H8IN06129","H8IN06129","C00680769",,"224894","fec","224894","H8IN06129"
"H8IN06145","2018","2020","C00670067","H","P","223519","1583206034351881038","H8IN06145","H8IN06145","C00670067",,"223519","fec","223519","H8IN06145"
"H8IN06152","2018","2020","C00678557","H","P","225592","158320603435147173","H8IN06152","H8IN06152","C00678557",,"225592","fec","225592","H8IN06152"
"H8IN07150","2020","2020","C00716514","H","P","229095","1583206034351349369","H8IN07150","H8IN07150","C00716514",,"229095","fec","229095","H8IN07150"
"H8IN07150","2020","2020","C00466805","H","A","222942","1583206034351952834","H8IN07150","H8IN07150","C00466805",,"222942","fec","222942","H8IN07150"
