"CAND_ID","CAND_ELECTION_YR","FEC_ELECTION_YR","CMTE_ID","CMTE_TP","CMTE_DSGN","LINKAGE_ID","robin_id","display_name","source","target","type","id","dataset","dataset_id","name"
"H0CA28190","2020","2020","C00723312","H","P","230149","158320603409630460","H0CA28190","H0CA28190","C00723312",,"230149","fec","230149","H0CA28190"
"H0CA29131","2020","2020","C00730457","H","P","231028","1583206034097892657","H0CA29131","H0CA29131","C00730457",,"231028","fec","231028","H0CA29131"
"H0CA30147","2020","2020","C00706523","H","P","227747","1583206034097857117","H0CA30147","H0CA30147","C00706523",,"227747","fec","227747","H0CA30147"
"H0CA30154","2020","2020","C00712117","H","P","228547","1583206034097122126","H0CA30154","H0CA30154","C00712117",,"228547","fec","228547","H0CA30154"
"H0CA30162","2020","2020","C00716548","H","P","229125","1583206034097643492","H0CA30162","H0CA30162","C00716548",,"229125","fec","229125","H0CA30162"
"H0CA30170","2020","2020","C00725499","H","P","230436","1583206034097696423","H0CA30170","H0CA30170","C00725499",,"230436","fec","230436","H0CA30170"
"H0CA30188","2020","2020","C00726562","H","P","230555","1583206034097346177","H0CA30188","H0CA30188","C00726562",,"230555","fec","230555","H0CA30188"
"H0CA30196","2020","2020","C00730994","H","P","231119","1583206034097192113","H0CA30196","H0CA30196","C00730994",,"231119","fec","231119","H0CA30196"
"H0CA31087","2008","2020","C00346296","H","P","222318","1583206034098476041","H0CA31087","H0CA31087","C00346296",,"222318","fec","222318","H0CA31087"
"H0CA31129","2020","2020","C00730358","H","P","231029","1583206034098102020","H0CA31129","H0CA31129","C00730358",,"231029","fec","231029","H0CA31129"
"H0CA31137","2020","2020","C00737130","H","P","232152","1583206034098696525","H0CA31137","H0CA31137","C00737130",,"232152","fec","232152","H0CA31137"
"H0CA32101","2020","2020","C00458125","H","P","222437","1583206034098294896","H0CA32101","H0CA32101","C00458125",,"222437","fec","222437","H0CA32101"
"H0CA32333","2020","2020","C00685743","H","P","224852","1583206034098420773","H0CA32333","H0CA32333","C00685743",,"224852","fec","224852","H0CA32333"
"H0CA32341","2020","2020","C00713362","H","P","228738","1583206034101550560","H0CA32341","H0CA32341","C00713362",,"228738","fec","228738","H0CA32341"
"H0CA32358","2020","2020","C00734780","H","P","232229","1583206034101519236","H0CA32358","H0CA32358","C00734780",,"232229","fec","232229","H0CA32358"
"H0CA33117","2020","2020","C00476523","H","P","222683","1583206034101489578","H0CA33117","H0CA33117","C00476523",,"222683","fec","222683","H0CA33117"
"H0CA33208","2020","2020","C00718643","H","P","229401","1583206034101421947","H0CA33208","H0CA33208","C00718643",,"229401","fec","229401","H0CA33208"
"H0CA33216","2020","2020","C00721787","H","P","229918","1583206034101213008","H0CA33216","H0CA33216","C00721787",,"229918","fec","229918","H0CA33216"
"H0CA34115","2020","2020","C00706671","H","P","227811","1583206034101237907","H0CA34115","H0CA34115","C00706671",,"227811","fec","227811","H0CA34115"
"H0CA34123","2020","2020","C00712240","H","P","228586","1583206034101749911","H0CA34123","H0CA34123","C00712240",,"228586","fec","228586","H0CA34123"
"H0CA34131","2020","2020","C00713115","H","P","228703","1583206034102959812","H0CA34131","H0CA34131","C00713115",,"228703","fec","228703","H0CA34131"
"H0CA34149","2020","2020","C00726885","H","P","230556","1583206034102932176","H0CA34149","H0CA34149","C00726885",,"230556","fec","230556","H0CA34149"
"H0CA34156","2020","2020","C00728998","H","P","230858","158320603410220412","H0CA34156","H0CA34156","C00728998",,"230858","fec","230858","H0CA34156"
"H0CA35146","2020","2020","C00730812","H","P","231090","1583206034102769767","H0CA35146","H0CA35146","C00730812",,"231090","fec","231090","H0CA35146"
"H0CA36169","2020","2020","C00712893","H","P","228651","1583206034102317622","H0CA36169","H0CA36169","C00712893",,"228651","fec","228651","H0CA36169"
"H0CA36177","2020","2020","C00718387","H","P","229351","1583206034102772097","H0CA36177","H0CA36177","C00718387",,"229351","fec","229351","H0CA36177"
"H0CA36185","2020","2020","C00729525","H","A","230916","1583206034102254003","H0CA36185","H0CA36185","C00729525",,"230916","fec","230916","H0CA36185"
"H0CA36193","2020","2020","C00714048","H","P","231091","158320603410237421","H0CA36193","H0CA36193","C00714048",,"231091","fec","231091","H0CA36193"
"H0CA37167","2020","2020","C00719864","H","P","229580","1583206034102529146","H0CA37167","H0CA37167","C00719864",,"229580","fec","229580","H0CA37167"
"H0CA37175","2020","2020","C00726836","H","P","230543","1583206034102359999","H0CA37175","H0CA37175","C00726836",,"230543","fec","230543","H0CA37175"
"H0CA38157","2020","2020","C00731927","H","P","231219","1583206034103249023","H0CA38157","H0CA38157","C00731927",,"231219","fec","231219","H0CA38157"
"H0CA39114","2020","2020","C00703793","H","P","227427","1583206034103225466","H0CA39114","H0CA39114","C00703793",,"227427","fec","227427","H0CA39114"
"H0CA40104","2020","2020","C00698704","H","P","226345","1583206034103600309","H0CA40104","H0CA40104","C00698704",,"226345","fec","226345","H0CA40104"
"H0CA40112","2020","2020","C00710301","H","P","228283","1583206034103834292","H0CA40112","H0CA40112","C00710301",,"228283","fec","228283","H0CA40112"
"H0CA40120","2020","2020","C00711382","H","P","228468","1583206034103109893","H0CA40120","H0CA40120","C00711382",,"228468","fec","228468","H0CA40120"
"H0CA40138","2020","2020","C00736579","H","P","231888","1583206034103447047","H0CA40138","H0CA40138","C00736579",,"231888","fec","231888","H0CA40138"
"H0CA41136","2020","2020","C00702266","H","P","227233","158320603410474270","H0CA41136","H0CA41136","C00702266",,"227233","fec","227233","H0CA41136"
"H0CA42217","2020","2020","C00697524","H","P","226042","1583206034104870586","H0CA42217","H0CA42217","C00697524",,"226042","fec","226042","H0CA42217"
"H0CA42225","2020","2020","C00708446","H","P","228027","1583206034104641856","H0CA42225","H0CA42225","C00708446",,"228027","fec","228027","H0CA42225"
"H0CA42233","2020","2020","C00708792","H","P","228057","1583206034105853025","H0CA42233","H0CA42233","C00708792",,"228057","fec","228057","H0CA42233"
"H0CA43108","2020","2020","C00705236","H","P","227646","1583206034105327856","H0CA43108","H0CA43108","C00705236",,"227646","fec","227646","H0CA43108"
"H0CA43116","2020","2020","C00723452","H","P","230150","1583206034105415545","H0CA43116","H0CA43116","C00723452",,"230150","fec","230150","H0CA43116"
"H0CA43124","2020","2020","C00736553","H","P","231889","1583206034105203405","H0CA43124","H0CA43124","C00736553",,"231889","fec","231889","H0CA43124"
"H0CA44148","2020","2020","C00703322","H","P","227325","1583206034105396043","H0CA44148","H0CA44148","C00703322",,"227325","fec","227325","H0CA44148"
"H0CA44163","2020","2020","C00719435","H","P","229525","158320603410534148","H0CA44163","H0CA44163","C00719435",,"229525","fec","229525","H0CA44163"
"H0CA44189","2020","2020","C00723684","H","P","230194","1583206034106497879","H0CA44189","H0CA44189","C00723684",,"230194","fec","230194","H0CA44189"
"H0CA45087","2020","2020","C00698670","H","P","226346","1583206034106913388","H0CA45087","H0CA45087","C00698670",,"226346","fec","226346","H0CA45087"
"H0CA45095","2020","2020","C00700807","H","P","226827","1583206034106661168","H0CA45095","H0CA45095","C00700807",,"226827","fec","226827","H0CA45095"
"H0CA45103","2020","2020","C00702209","H","P","227198","1583206034106126866","H0CA45103","H0CA45103","C00702209",,"227198","fec","227198","H0CA45103"
"H0CA45111","2020","2020","C00705160","H","P","227647","1583206034106322417","H0CA45111","H0CA45111","C00705160",,"227647","fec","227647","H0CA45111"
"H0CA45129","2020","2020","C00706051","H","P","227685","1583206034106793686","H0CA45129","H0CA45129","C00706051",,"227685","fec","227685","H0CA45129"
"H0CA45145","2020","2020","C00716373","H","P","229081","1583206034106535593","H0CA45145","H0CA45145","C00716373",,"229081","fec","229081","H0CA45145"
"H0CA45152","2020","2020","C00724161","H","P","230342","1583206034106340432","H0CA45152","H0CA45152","C00724161",,"230342","fec","230342","H0CA45152"
"H0CA45160","2020","2020","C00727636","H","P","230659","1583206034107493704","H0CA45160","H0CA45160","C00727636",,"230659","fec","230659","H0CA45160"
"H0CA46077","2020","2020","C00708669","H","P","228571","1583206034107456112","H0CA46077","H0CA46077","C00708669",,"228571","fec","228571","H0CA46077"
"H0CA46085","2020","2020","C00717082","H","P","229271","1583206034107224889","H0CA46085","H0CA46085","C00717082",,"229271","fec","229271","H0CA46085"
"H0CA47133","2020","2020","C00710798","H","P","228341","1583206034107866613","H0CA47133","H0CA47133","C00710798",,"228341","fec","228341","H0CA47133"
"H0CA47141","2020","2020","C00712646","H","P","228634","1583206034107720151","H0CA47141","H0CA47141","C00712646",,"228634","fec","228634","H0CA47141"
"H0CA47158","2020","2020","C00715714","H","P","228997","158320603410725613","H0CA47158","H0CA47158","C00715714",,"228997","fec","228997","H0CA47158"
"H0CA47166","2020","2020","C00720136","H","P","229661","1583206034107955542","H0CA47166","H0CA47166","C00720136",,"229661","fec","229661","H0CA47166"
"H0CA48024","2018","2020","C00350520","H","P","222328","1583206034107360688","H0CA48024","H0CA48024","C00350520",,"222328","fec","222328","H0CA48024"
"H0CA48156","2020","2020","C00695791","H","P","225730","1583206034107815442","H0CA48156","H0CA48156","C00695791",,"225730","fec","225730","H0CA48156"
"H0CA48172","2020","2020","C00700187","H","P","226681","1583206034107919201","H0CA48172","H0CA48172","C00700187",,"226681","fec","226681","H0CA48172"
"H0CA48180","2020","2020","C00700450","H","P","226711","1583206034108263504","H0CA48180","H0CA48180","C00700450",,"226711","fec","226711","H0CA48180"
"H0CA48198","2020","2020","C00704981","H","P","227552","1583206034108323269","H0CA48198","H0CA48198","C00704981",,"227552","fec","227552","H0CA48198"
"H0CA48206","2020","2020","C00714170","H","P","228843","1583206034108532241","H0CA48206","H0CA48206","C00714170",,"228843","fec","228843","H0CA48206"
"H0CA48214","2020","2020","C00723635","H","P","230177","1583206034108535733","H0CA48214","H0CA48214","C00723635",,"230177","fec","230177","H0CA48214"
"H0CA48222","2020","2020","C00723833","H","P","230195","1583206034108279364","H0CA48222","H0CA48222","C00723833",,"230195","fec","230195","H0CA48222"
"H0CA48230","2020","2020","C00732974","H","P","231412","1583206034108226005","H0CA48230","H0CA48230","C00732974",,"231412","fec","231412","H0CA48230"
"H0CA49055","2020","2020","C00344671","H","P","222313","1583206034108732128","H0CA49055","H0CA49055","C00344671",,"222313","fec","222313","H0CA49055"
"H0CA49113","2020","2020","C00698191","H","P","226247","1583206034108988848","H0CA49113","H0CA49113","C00698191",,"226247","fec","226247","H0CA49113"
"H0CA49121","2020","2020","C00699009","H","P","226411","1583206034108770983","H0CA49121","H0CA49121","C00699009",,"226411","fec","226411","H0CA49121"
"H0CA49139","2020","2020","C00708511","H","P","228028","1583206034108435009","H0CA49139","H0CA49139","C00708511",,"228028","fec","228028","H0CA49139"
"H0CA50095","2020","2020","C00691675","H","P","225270","1583206034108210715","H0CA50095","H0CA50095","C00691675",,"225270","fec","225270","H0CA50095"
"H0CA50103","2020","2020","C00694075","H","P","225630","158320603410914842","H0CA50103","H0CA50103","C00694075",,"225630","fec","225630","H0CA50103"
"H0CA50111","2020","2020","C00696187","H","P","225775","1583206034109927506","H0CA50111","H0CA50111","C00696187",,"225775","fec","225775","H0CA50111"
"H0CA50129","2020","2020","C00710863","H","P","228342","1583206034109142752","H0CA50129","H0CA50129","C00710863",,"228342","fec","228342","H0CA50129"
"H0CA50137","2020","2020","C00713388","H","P","228739","1583206034109210372","H0CA50137","H0CA50137","C00713388",,"228739","fec","228739","H0CA50137"
"H0CA50145","2020","2020","C00715029","H","P","228912","1583206034109206287","H0CA50145","H0CA50145","C00715029",,"228912","fec","228912","H0CA50145"
"H0CA50152","2020","2020","C00717207","H","P","229195","1583206034109604637","H0CA50152","H0CA50152","C00717207",,"229195","fec","229195","H0CA50152"
"H0CA50178","2020","2020","C00721332","H","P","229850","1583206034109768712","H0CA50178","H0CA50178","C00721332",,"229850","fec","229850","H0CA50178"
"H0CA50186","2020","2020","C00730283","H","P","231030","1583206034110337764","H0CA50186","H0CA50186","C00730283",,"231030","fec","231030","H0CA50186"
"H0CA50194","2020","2020","C00729129","H","P","230859","1583206034110368487","H0CA50194","H0CA50194","C00729129",,"230859","fec","230859","H0CA50194"
"H0CA51051","2020","2020","C00726620","H","P","230544","1583206034110575093","H0CA51051","H0CA51051","C00726620",,"230544","fec","230544","H0CA51051"
"H0CA52059","2020","2020","C00712182","H","P","228572","1583206034110204346","H0CA52059","H0CA52059","C00712182",,"228572","fec","228572","H0CA52059"
"H0CA52067","2020","2020","C00717116","H","P","229196","1583206034110855566","H0CA52067","H0CA52067","C00717116",,"229196","fec","229196","H0CA52067"
"H0CA52075","2020","2020","C00720821","H","P","229780","1583206034110649282","H0CA52075","H0CA52075","C00720821",,"229780","fec","229780","H0CA52075"
"H0CA52083","2020","2020","C00724849","H","P","230336","158320603411066979","H0CA52083","H0CA52083","C00724849",,"230336","fec","230336","H0CA52083"
"H0CA52091","2020","2020","C00726323","H","P","230557","1583206034110116141","H0CA52091","H0CA52091","C00726323",,"230557","fec","230557","H0CA52091"
"H0CA53073","2020","2020","C00701185","H","P","226916","1583206034110895675","H0CA53073","H0CA53073","C00701185",,"226916","fec","226916","H0CA53073"
"H0CA53081","2020","2020","C00708115","H","P","228236","1583206034110668266","H0CA53081","H0CA53081","C00708115",,"228236","fec","228236","H0CA53081"
"H0CA53099","2020","2020","C00714154","H","P","229367","1583206034110750961","H0CA53099","H0CA53099","C00714154",,"229367","fec","229367","H0CA53099"
"H0CA53107","2020","2020","C00719112","H","P","229454","1583206034111672383","H0CA53107","H0CA53107","C00719112",,"229454","fec","229454","H0CA53107"
"H0CA53115","2020","2020","C00719559","H","P","229581","1583206034111557602","H0CA53115","H0CA53115","C00719559",,"229581","fec","229581","H0CA53115"
"H0CA53123","2020","2020","C00719898","H","P","229628","1583206034111444545","H0CA53123","H0CA53123","C00719898",,"229628","fec","229628","H0CA53123"
"H0CA53131","2020","2020","C00722009","H","P","229934","158320603411174889","H0CA53131","H0CA53131","C00722009",,"229934","fec","229934","H0CA53131"
"H0CA53149","2020","2020","C00723429","H","P","230151","158320603411169879","H0CA53149","H0CA53149","C00723429",,"230151","fec","230151","H0CA53149"
"H0CA53156","2020","2020","C00723965","H","P","230221","1583206034111956774","H0CA53156","H0CA53156","C00723965",,"230221","fec","230221","H0CA53156"
"H0CA53164","2020","2020","C00725622","H","P","230456","1583206034111967871","H0CA53164","H0CA53164","C00725622",,"230456","fec","230456","H0CA53164"
"H0CA53172","2020","2020","C00727677","H","P","230690","1583206034111755372","H0CA53172","H0CA53172","C00727677",,"230690","fec","230690","H0CA53172"
"H0CA53172","2020","2020","C00338491","H","A","230660","1583206034111930230","H0CA53172","H0CA53172","C00338491",,"230660","fec","230660","H0CA53172"
"H0CA53180","2020","2020","C00727867","H","P","230661","1583206034111339951","H0CA53180","H0CA53180","C00727867",,"230661","fec","230661","H0CA53180"
"H0CA53206","2020","2020","C00729889","H","P","230980","1583206034111234612","H0CA53206","H0CA53206","C00729889",,"230980","fec","230980","H0CA53206"
"H0CA53214","2020","2020","C00730267","H","P","231031","1583206034111678272","H0CA53214","H0CA53214","C00730267",,"231031","fec","231031","H0CA53214"
"H0CA53222","2020","2020","C00730226","H","P","231151","1583206034111481660","H0CA53222","H0CA53222","C00730226",,"231151","fec","231151","H0CA53222"
"H0CA53230","2020","2020","C00727461","H","P","231198","1583206034111299664","H0CA53230","H0CA53230","C00727461",,"231198","fec","231198","H0CA53230"
"H0CA53248","2020","2020","C00731844","H","P","231220","1583206034111274637","H0CA53248","H0CA53248","C00731844",,"231220","fec","231220","H0CA53248"
"H0CA53255","2020","2020","C00735027","H","P","231676","1583206034111535006","H0CA53255","H0CA53255","C00735027",,"231676","fec","231676","H0CA53255"
